"";"anime_id";"name";"genre";"type";"episodes";"rating";"members"
"9521";26271;"Meiji Ishin wo Tsukuriageta Hitobito";"Drama, Historical, Kids, Samurai";"OVA";"1";5;52
"9522";33087;"Meiji Tokyo Renka Movie: Hanakagami no Fantasia";"Fantasy, Harem, Historical, Romance, Shoujo";"Movie";"1";6,22;766
"9523";25085;"Meiken Lassie Specials";"Adventure, Slice of Life";"Special";"2";6,38;69
"9524";33079;"Meikyoku to Dai Sakkyokka Monogatari";"Historical, Music";"OVA";"9";7,25;44
"9525";4121;"Meimon! Daisan Yakyuubu";"Action, Shounen, Sports";"TV";"40";6,44;214
"9526";30027;"Meisaku World";"Adventure, Fantasy, Historical, Kids, Magic, Supernatural";"TV";"39";8;42
"9527";19705;"Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan";"Kids, Mystery";"OVA";"1";4,05;67
"9528";21447;"Meitantei Rascal";"Adventure, Kids, Mystery";"TV";"12";5,52;162
"9529";27559;"Mellow";"Comedy, School, Seinen";"OVA";"1";6,23;122
"9530";18311;"Meoteoldosa";"Action, Adventure, Fantasy, Magic, Shounen";"Movie";"1";5,89;71
"9531";18331;"Meoteoldosawa 108 Yogoe";"Action, Adventure, Fantasy, Shounen";"Movie";"1";5,44;67
"9532";18329;"Meoteoldosawa Ttomae";"Action, Adventure, Fantasy, Magic, Shounen";"Movie";"1";5,38;66
"9533";7616;"Michi";"Drama";"Movie";"4";8;187
"9534";16586;"Michitekuru Toki no Mukou ni";"Adventure, Fantasy, Romance";"Special";"1";6,9;126
"9535";3846;"Microid S";"Action, Sci-Fi";"TV";"26";6,08;160
"9536";7751;"Midnight Horror School";"Comedy";"TV";"52";6,9;328
"9537";30723;"Midori no Makibao Compilation OVA";"Comedy, Sports";"OVA";"1";5,56;50
"9538";5994;"Midoriyama Koukou Koushien-hen";"Comedy, School, Sports";"OVA";"10";7,26;138
"9539";8522;"Midoriyama Koukou Koushien-hen (Movie)";"Comedy, School, Sports";"Movie";"1";6,08;93
"9540";26259;"Mienu Me ni Kanjita Kumotoriyama no Asahi";"Drama, Kids";"OVA";"1";9;47
"9541";27579;"Mii-chan no Tenohira";"Drama, Historical";"Movie";"1";8,33;51
"9542";31268;"Miira no Yume";"Dementia";"Movie";"1";2,97;98
"9543";26107;"Miitsuketa!";"Drama, Kids";"OVA";"1";7,67;48
"9544";25661;"Mikan Enikki Specials";"Comedy, Shoujo, Slice of Life";"Special";"2";7;116
"9545";12259;"Mikeneko Holmes no Yuurei Joushu";"Comedy, Drama, Mystery";"OVA";"1";6,53;105
"9546";20453;"Mikosuri Han-Gekijou";"Comedy, Parody";"OVA";"1";5,43;60
"9547";29557;"Mikuni no Tame Ni";"Historical, Military";"Movie";"1";4,14;96
"9548";19597;"Milk House Dreaming: Ai no Shiki";"Music, Shoujo";"OVA";"1";4,81;122
"9549";16954;"Milky Passion: Dougenzaka - Ai no Shiro";"Josei, Romance";"OVA";"1";5,47;196
"9550";32402;"Mim Mam Mint";"Comedy";"TV";"Unknown";4,1;228
"9551";31582;"Mimizu Monogatari";"Dementia";"Movie";"1";3,39;139
"9552";26319;"Mimizuku to Tsuki-sama";"Drama, Kids";"OVA";"1";5,8;43
"9553";26255;"Mina no Bousai Mura Dzukuri";"Drama, Kids";"OVA";"1";5;40
"9554";26247;"Mina no Egao";"Drama, Kids";"OVA";"1";6,22;52
"9555";26253;"Mina no Mura no Gomi Soudou";"Drama, Kids";"OVA";"1";5,5;40
"9556";26249;"Mina no Mura to Kawa";"Drama, Kids";"OVA";"1";6;42
"9557";26251;"Mina no Mura to Mori";"Drama, Kids";"OVA";"1";6,2;43
"9558";32475;"Minami no Kuni kara Kita Tegami";"Kids, Music";"Music";"1";5,8;43
"9559";25071;"Minami no Niji no Lucy Specials";"Adventure, Drama, Slice of Life";"Special";"2";7,6;93
"9560";29767;"Minamo";"";"Movie";"1";4,04;106
"9561";26277;"Minamoto no Yoritomo to Bushi no Yononaka";"Drama, Historical, Kids, Samurai";"OVA";"1";7,67;49
"9562";7452;"Mini Moni Yaru no da Pyon!";"Comedy";"TV";"66";4,78;146
"9563";31410;"Mini Van 2nd Season";"Comedy, Game, Parody, Slice of Life";"TV";"26";6,1;373
"9564";18275;"Mini Yon Soldier Rin!";"Action, Adventure, Mecha, Shounen";"OVA";"1";4,8;63
"9565";34122;"Minna de Bokumetsu Inshu Unten";"Drama";"Special";"1";4,56;48
"9566";30759;"Minna de Tonda";"Drama, Kids";"OVA";"1";7,67;38
"9567";26325;"Minna Ichiban!";"Drama, Kids";"OVA";"1";6;41
"9568";26337;"Minna no Doutoku";"Drama, Fantasy, Historical, Kids, School";"OVA";"6";8,67;41
"9569";23729;"Minna Tomodachi";"Comedy, Fantasy, Kids";"OVA";"1";5;41
"9570";25051;"Miracle Giants Doumu-kun Special";"Sports";"Special";"1";5,55;73
"9571";16021;"Miracle Psychicer Seizan";"Action, Adventure, Fantasy";"OVA";"5";7,12;97
"9572";5374;"Miracle! Mimika";"Kids, Slice of Life";"TV";"225";5,28;145
"9573";16800;"Miraesonyeon Kunta Beomyuda 5000 Nyeon";"Action, Adventure, Mecha, Shounen";"Movie";"1";3,17;82
"9574";32251;"Mirai e no Kakehashi: Bridge for Future";"Slice of Life";"ONA";"6";5,18;282
"9575";29365;"Mirai e no Niji: Boku no Ojisan wa, Hansen-byou";"Drama, Kids";"OVA";"1";8,5;45
"9576";16159;"Mirai Kara Kita Shounen Super Jetter";"Action, Comedy, Sci-Fi, Super Power";"TV";"52";5,43;108
"9577";31001;"Mirai Kara no Message";"Drama, Kids";"OVA";"1";7,75;38
"9578";33980;"Mirai ni Mukete: Bousai wo Kangaeru";"Drama";"Movie";"1";9;77
"9579";25053;"Mister Ajikko Special";"Comedy, Shounen";"Special";"1";6,82;119
"9580";32461;"Mitsuami no Kamisama";"Drama, Seinen, Slice of Life";"Movie";"1";7,16;465
"9581";4096;"Mizu no Tane";"Historical";"Movie";"1";5,07;144
"9582";8243;"Mizuki Shigeru no Toono Monogatari";"Adventure, Fantasy";"Movie";"1";7,67;143
"9583";10149;"Mo fa a ma";"Adventure, Fantasy";"Movie";"1";6,18;124
"9584";33602;"Mo Jing Lieren";"Adventure, Fantasy";"ONA";"26";7,5;49
"9585";33603;"Mo Jing Lieren 2nd Season";"Adventure, Fantasy";"ONA";"26";7;37
"9586";33604;"Mo Jing Lieren 3rd Season";"Adventure, Fantasy";"ONA";"Unknown";7,25;58
"9587";34519;"Mobile Suit Gakuen: G-Reco Koushien";"Comedy";"Special";"9";5,67;94
"9588";33225;"Mobile Suit Gundam-san (ONA)";"Comedy, Mecha, Parody";"ONA";"15";6,19;217
"9589";32158;"Mobile Suit Gundam-san: Bouya Dakara sa";"Comedy, Mecha, Parody";"Special";"1";5,57;197
"9590";33228;"Mobile Suit Gundam-san: Hiyoko day&#039;s Ichisuisei Hiyoko to Fushigi na Ofuda";"Comedy, Mecha, Parody";"Special";"1";5,64;222
"9591";29833;"Mochi Mochi no Ki";"Kids";"Movie";"1";4,27;99
"9592";25605;"Mochi Mochi no Ki (OVA)";"Drama, Kids";"OVA";"1";6,4;56
"9593";6067;"Moeru! Oniisan";"Action, Adventure, Comedy";"TV";"24";7,33;252
"9594";11959;"Moeru! Oniisan (OVA)";"Comedy";"OVA";"2";5,89;104
"9595";5241;"Mofu?Mofu";"Kids";"TV";"11";4,67;220
"9596";23005;"Mogura no Motoro";"Slice of Life";"Movie";"1";9,5;62
"9597";30760;"Momoiro no Crayon";"Drama, Kids";"OVA";"1";5,06;54
"9598";23881;"Momon&#039;s Sand Witch";"Comedy, Kids";"ONA";"8";4,82;116
"9599";25547;"Momon&#039;s Sand Witch Bangai-hen: Tanu no Kyuujitsu";"Comedy, Kids";"ONA";"1";3,78;71
"9600";23885;"Momon&#039;s Sand Witch Episode 0";"Comedy, Kids";"ONA";"1";5;91
"9601";29387;"Momonga-mon";"Adventure, Kids";"TV";"5";5,8;42
"9602";31116;"Momotaros no Natsuyasumi";"Action, Comedy, Kids, Parody, Super Power";"Movie";"1";4,08;62
"9603";10758;"Momotarou";"Drama";"Movie";"1";5,57;183
"9604";33401;"Momotarou (Music)";"Music";"Music";"1";3,65;84
"9605";11533;"Momotarou Densetsu";"Adventure, Comedy";"TV";"51";6,35;150
"9606";28553;"Momotarou no Hi Asobi Yameyou! Hi no Youjin";"Drama, Fantasy, Historical, Kids";"OVA";"1";6;39
"9607";22671;"Momoya x Peeping Life: Go en Desu yo! II";"Comedy, Slice of Life";"ONA";"5";5,15;169
"9608";22893;"Mon Cheri CoCo";"Romance, Shoujo";"TV";"13";6,71;137
"9609";31924;"Monchhichiisu";"Kids";"TV";"20";4,8;39
"9610";18743;"Money Wars: Nerawareta Waterfront Keikaku";"Seinen";"OVA";"1";5,05;130
"9611";9797;"MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials";"Action, Comedy";"Special";"2";6,08;227
"9613";2741;"Monkey Turn V";"Action, Drama, Sports";"TV";"25";7,13;245
"9614";22221;"Monoshiri Daigaku: Ashita no Calendar";"Historical";"TV";"1274";6,8;112
"9615";30117;"Monpy";"Adventure, Kids";"TV";"18";5,67;35
"9616";24045;"Monster ni Natta Domerica";"Action, Fantasy";"ONA";"1";4,94;146
"9617";33724;"Monster Strike The Movie: Hajimari no Basho e";"Action, Fantasy, Game";"Movie";"1";6,75;978
"9618";25541;"Moom";"Kids";"Movie";"1";6;100
"9619";30397;"Mori no Kuma-san";"Slice of Life";"Movie";"1";3,96;101
"9620";31369;"Mori no Ongakudan";"Comedy, Music";"ONA";"Unknown";4,92;93
"9621";7529;"Mori no Ongakukai";"Comedy";"Movie";"1";6,13;105
"9622";33116;"Mori no Ongakutai";"Fantasy, Kids";"Movie";"1";4,69;47
"9623";29427;"Mori no Ratio";"Adventure, Fantasy, Kids";"TV";"Unknown";5;61
"9624";20173;"Mori no Senshi Bonolon";"Adventure, Fantasy, Kids";"TV";"26";4,57;66
"9625";12613;"Morizo to Kikkoro";"Kids";"TV";"52";5,42;76
"9626";26281;"Mother Teresa";"Drama, Historical, Kids";"OVA";"1";7,25;52
"9627";26115;"Moudouken Quill no Isshou";"Drama";"OVA";"1";6,2;57
"9628";20001;"Mouretsu Atarou";"Comedy, Kids, Slice of Life";"TV";"90";6,33;80
"9629";12391;"Mouretsu Atarou (1990)";"Comedy, Kids, Slice of Life";"TV";"34";7,1;103
"9630";31643;"Mr. Deniroo in Henteko Mushi";"Comedy, Kids, Slice of Life";"Special";"1";4,4;52
"9631";17603;"Mr. Pen Pen";"Comedy, Kids, Shoujo";"Special";"1";6,13;74
"9632";17605;"Mr. Pen Pen II";"Comedy, Kids, Shoujo";"Special";"1";5,78;63
"9633";31638;"Mr. Shape";"Comedy, Kids";"Special";"3";4,71;54
"9634";31639;"Mr. Shape: High Touch Taisou";"Kids, Music";"ONA";"1";4,11;65
"9635";2735;"Mugen Senki Portriss";"Action, Mecha, Sci-Fi, Shounen";"TV";"52";5,33;161
"9636";16796;"Mujeokcheorin Rambot";"Action, Mecha, Shounen, Space";"Movie";"1";3,36;74
"9637";31878;"Mukashi Toilet ga Kowakatta!";"Kids, Music";"Music";"1";4,92;45
"9638";33694;"Mukidashi no Koushi";"Comedy, Music";"ONA";"1";4;83
"9639";30944;"Muku Hatojuu no Meiken Monogatari";"Adventure, Drama, Kids";"OVA";"1";7;46
"9640";29895;"Muku no Ki no Hanashi";"Kids";"Movie";"1";4,04;84
"9641";9948;"Music Up";"Music";"TV";"52";6,23;147
"9642";33479;"Muzumuzu Eighteen";"Slice of Life";"TV";"Unknown";3,8;72
"9643";33537;"My Home";"Slice of Life";"ONA";"1";5,14;45
"9644";14253;"My Melody no Akazukin";"Fantasy, Kids";"Movie";"1";5,6;146
"9645";30468;"My Melody no Akazukin (OVA)";"Fantasy, Kids";"OVA";"1";5,71;74
"9646";29371;"Naccio to Pomm";"Adventure, Kids, Sci-Fi";"TV";"41";4,75;43
"9647";17100;"Nae Ireumeun Dokgotak";"Sports";"Movie";"1";5;66
"9648";23713;"Nagareboshi no Okurimono";"Fantasy, Kids";"OVA";"1";6,29;45
"9649";3465;"Nagasaki 1945: Angelus no Kane";"Drama, Historical, Military";"Movie";"1";6,61;346
"9650";26147;"Nagasaki no Kouma";"Historical, Kids";"Movie";"1";7,33;50
"9651";32776;"Nagisa";"Music";"Music";"1";3,85;69
"9652";33485;"Naita Aka Oni";"Demons, Kids";"Movie";"1";5,08;47
"9653";26305;"Naita Aka Oni (OVA)";"Demons, Drama, Kids";"OVA";"1";5,75;48
"9654";26103;"Namae... Sore wa Moeru Inochi";"Drama, Kids";"OVA";"1";8,33;50
"9655";19817;"Namakemono ga Miteta";"Music, Seinen, Slice of Life";"OVA";"2";6,42;65
"9656";32876;"Nameko: Sekai no Tomodachi";"Comedy";"TV";"Unknown";5,6;261
"9657";33583;"Nana Moon";"Fantasy, Kids";"TV";"52";6;36
"9658";34309;"Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari";"Comedy, Supernatural";"TV";"Unknown";NA;129
"9659";26335;"Nanatsu no Hoshi";"Drama, Kids";"OVA";"1";7,33;102
"9660";25083;"Nanatsu no Umi no Tico Specials";"Adventure, Slice of Life";"Special";"2";6,78;137
"9661";19797;"Nanbo no Monjai! 2: Yankee Gurentai";"Action, Comedy";"OVA";"1";5;56
"9662";19783;"Nanbo no Monjai! Yankee Gurentai";"Action, Comedy";"OVA";"1";6;60
"9663";8959;"Nanchatte!";"Comedy, Parody";"ONA";"2";4,06;126
"9664";30398;"Nani ga Dekiru ka na";"Comedy";"Movie";"1";3,52;101
"9665";33861;"Nani no Yaku ni Mo Tatanai Karappona Hanashi";"Comedy";"ONA";"2";3,5;33
"9666";18631;"Naniwa Kinyuu Den: Minami no Teiou";"Comedy, Drama, Seinen";"OVA";"2";5,18;87
"9667";9498;"Naniwa Yuukyouden";"Action, Comedy";"OVA";"1";6;119
"9668";19745;"Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen";"Action, Comedy";"OVA";"1";7,29;72
"9669";19753;"Naniwa Yuukyouden: Kanketsu-hen";"Action, Comedy";"OVA";"1";6,88;61
"9670";19749;"Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen";"Action, Comedy";"OVA";"1";7,14;60
"9671";19729;"Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen";"Action, Comedy";"OVA";"1";7;88
"9672";24549;"Naniwabushi Daisuki";"Drama, Historical, Sports";"Special";"1";7;49
"9673";29495;"Nanja Monja Obake";"Horror, Kids";"Special";"1";5,43;49
"9674";27943;"Nano Invaders";"Action, Adventure, Shounen, Super Power";"TV";"52";7,08;519
"9675";33266;"Nanocore";"Sci-Fi";"ONA";"10";6,17;163
"9676";33271;"Nanocore 2nd Season";"Action, Sci-Fi";"ONA";"Unknown";5,33;163
"9677";33272;"Nanocore: 2016 New Year Special";"Music";"Music";"1";4,93;102
"9678";33279;"Nanocore: NG Scenes - Nano&#039;s Daily Life";"Comedy, Sci-Fi";"ONA";"2";4,5;62
"9679";30975;"Nanoha";"Drama, Historical, Kids";"OVA";"1";4,5;52
"9680";28695;"Nansensu Monogatari Dai Ippen: Sarugashima";"Adventure";"Movie";"1";5,11;126
"9681";29715;"Nar Doma";"Comedy";"TV";"26";5,02;2124
"9682";32276;"Nar Doma Manner Movie";"Comedy";"Movie";"1";3,67;65
"9683";32275;"Nar Doma Special";"Comedy";"Special";"1";8;71
"9684";32136;"Narara Superboard";"Action, Adventure, Comedy";"TV";"54";4,83;46
"9685";16810;"Narara Wondeogongju";"Action, Adventure, Sci-Fi, Space, Super Power";"Movie";"1";3,25;87
"9686";18315;"Nareuneun Dwaeji - Haejeok Mateo";"Action, Adventure, Sci-Fi, Shounen";"Movie";"1";4,38;60
"9687";26153;"Nat-chan no Akai Tebukuro";"Historical, Kids";"Movie";"1";8;51
"9688";30209;"Naze";"Kids, Music";"Music";"1";4,27;42
"9689";33130;"Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou";"Historical";"Movie";"1";6,43;507
"9690";15211;"Nazotoki-hime wa Meitantei?";"Mystery, Shoujo";"OVA";"Unknown";5,62;194
"9691";5184;"Negibouzu no Asatarou";"Adventure, Comedy, Historical";"TV";"48";7,25;136
"9692";25253;"Nekketsu Jinmen Inu: Life Is Movie";"Comedy, Mystery, Parody";"OVA";"3";5,74;256
"9693";31361;"Neko Enikki";"Comedy, Slice of Life";"TV";"13";6,67;133
"9694";24903;"Neko Funjatta";"Music";"Music";"1";4,15;79
"9695";5925;"Neko Hiki no Ororane";"Fantasy";"OVA";"1";6,72;163
"9696";33398;"Neko Konogoro";"Comedy";"TV";"Unknown";2,8;186
"9697";32999;"Neko mo, Onda-ke";"Comedy, Slice of Life";"TV";"12";3,63;234
"9698";32572;"Neko Neko Nihonshi";"Historical, Parody";"TV";"Unknown";5,9;612
"9699";23555;"Neko no Dayan";"Kids, Magic";"TV";"52";5,38;297
"9700";33727;"Neko no Dayan: Fushigi Gekijou";"Kids";"TV";"Unknown";4,25;90
"9701";31562;"Neko no Dayan: Nihon e Iku";"Kids";"TV";"12";6,5;141
"9702";33826;"Neko no Kuni no Kenpou";"Historical";"OVA";"1";7,33;20
"9703";13497;"Neko no Sumu Shima";"Drama";"Special";"1";5;202
"9704";23737;"Neko Pitcher";"Comedy, Kids, Sports";"TV";"51";7,13;308
"9705";24573;"Neko to Nezumi";"Comedy";"Movie";"1";5,57;72
"9706";31017;"Neko wa Ikite Iru";"Drama, Historical, Kids";"Movie";"1";7,33;41
"9707";29851;"Nekoronde Mite ne.";"Comedy";"ONA";"14";3,43;54
"9708";29844;"Nekoronde TV.";"Comedy";"TV";"12";4,55;46
"9709";30647;"Nemuranu Machi no Cinderella: Hirose Ryouichi - Memorial Date";"Romance";"ONA";"1";5,24;255
"9710";27843;"Nemurenu Yoru no Chiisana Ohanashi";"Kids";"OVA";"3";6,25;53
"9711";30217;"Neo Faust";"Supernatural";"Special";"1";5,38;138
"9712";30409;"Nepos Napos";"Fantasy, Kids";"TV";"26";7,67;38
"9713";30864;"New Tokyo Ondo";"Dementia";"Movie";"1";3,92;84
"9714";23643;"Nezumi no Yomeiri";"Fantasy, Kids";"Movie";"1";4,96;89
"9715";27849;"Nezumi-kun no Chokki";"Kids";"OVA";"4";7;44
"9716";31002;"Nibiki no Neko to Genkina Kazoku";"Drama, Kids";"OVA";"1";7;38
"9717";26257;"Nidoto Touranai Tabibito";"Drama, Kids";"OVA";"1";6;60
"9718";20027;"Nihon Meisaku Douwa Series: Akai Tori no Kokoro";"Adventure, Fantasy, Kids";"TV";"26";6,73;133
"9719";7713;"Nihon Mukashibanashi: Saru Kani";"Fantasy";"Movie";"1";4,88;130
"9720";22413;"Nihon Mukashibanashi: Warashibe Chouja";"Kids";"Movie";"1";6,44;60
"9721";32716;"Nihon no Otogibanashi";"Demons, Fantasy, Historical, Kids, Magic, Samurai, Supernatural";"OVA";"29";4,67;36
"9722";12181;"Nihon Omoshiro Mukashibanashi";"Comedy, Historical, Parody";"TV";"12";6,67;131
"9723";8890;"Nihon-ichi no Otoko no Tamashii";"Comedy, Romance";"TV";"16";6,64;359
"9724";8891;"Nihon-ichi no Otoko no Tamashii 2";"Comedy, Romance";"TV";"16";6,57;187
"9725";4218;"Niji ni Mukatte";"Historical, Romance";"Movie";"1";5,7;151
"9726";31004;"Niji no Kakehashi";"Drama, Kids";"OVA";"1";8,2;40
"9727";12165;"Niji no Kanata e! Shoujo Diana Monogatari";"Historical, Shoujo";"Special";"1";6,3;136
"9728";26215;"Niji no Kizuna";"Drama, Kids";"OVA";"1";6,67;46
"9729";19917;"Nijuushi no Hitomi";"Drama, Historical";"Special";"1";6,25;58
"9730";25059;"Nikoniko, Pun";"Comedy, Fantasy, Kids";"TV";"40";5,88;62
"9731";8953;"Nine";"Action, School, Shounen, Sports";"Special";"1";6,71;228
"9732";9243;"Nine 2: Koibito Sengen";"Action, School, Sports";"Special";"1";6,55;151
"9733";9244;"Nine 3: Kanketsu-hen";"Action, School, Sports";"Special";"1";6,35;138
"9734";9242;"Nine: Original Han";"Action, School, Sports";"Movie";"1";6,47;158
"9735";33914;"Nineko Gelée: Opening Movie";"Fantasy, Music";"Music";"1";4,21;65
"9736";22325;"Ningen Kakumei";"Slice of Life";"OVA";"20";8;86
"9737";30999;"Ningen no Uta";"Drama, Kids";"OVA";"1";4,5;38
"9738";32788;"Ningyo no Hanashi";"Fantasy, Music";"Music";"1";4,68;66
"9739";30177;"Ninja Hattori-kun (2012) Special";"Comedy, Kids";"Special";"1";5,81;86
"9740";29235;"Ninja Hattori-kun Plus Perman: Chounouryoku Wars";"Adventure, Martial Arts, Super Power";"Movie";"1";6,04;89
"9741";29233;"Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago";"Adventure, Comedy, Martial Arts, Sci-Fi, Super Power";"Movie";"1";5,76;82
"9742";23647;"Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki";"Comedy, Kids, Martial Arts, Slice of Life";"Movie";"1";6;108
"9743";21493;"Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki";"Comedy, Martial Arts, Slice of Life";"Movie";"1";5,88;116
"9744";33060;"Ninja Negizou";"Kids, Music";"Music";"1";5;40
"9745";31517;"Ninja-tai Gatchaman ZIP!";"Comedy, Parody";"TV";"475";5,5;146
"9746";21491;"Ninjaman Ippei";"Action, Comedy, School, Slice of Life";"TV";"13";6,56;75
"9747";9455;"Ninpen Manmaru";"Comedy, Samurai, Shounen";"TV";"30";6,41;134
"9748";30965;"Ninpuu Kamui Gaiden: Tsukihigai no Maki";"Action, Adventure, Historical, Martial Arts, Samurai";"Movie";"1";5,83;76
"9749";28581;"Nintama Rantarou no Jishin Youjin Hi no Youjin";"Drama, Kids";"OVA";"1";6,29;70
"9750";28583;"Nintama Rantarou no Shouboutai";"Drama, Kids";"OVA";"1";7;74
"9751";32773;"Nintama Rantarou no Uchuu Daibouken with Cosmic Front?Next";"Adventure, Comedy, Kids, Space";"Special";"2";5,75;67
"9752";31033;"Nintama Rantarou: Dokutake Onsen no Dan";"Comedy";"Special";"1";6,07;91
"9753";31034;"Nintama Rantarou: Ninjutsu Gakuen to Nazo no Onna - Kore wa Jiken Da yo! no Dan";"Comedy";"Special";"1";6,67;104
"9754";22999;"Nippon Tanjou";"Historical";"TV";"5";5,4;62
"9755";29900;"Nobara";"Drama";"Movie";"1";4,59;70
"9756";8777;"Nobara no Julie";"Adventure, Drama, Historical, Music";"TV";"13";5,96;190
"9757";28547;"Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja";"Drama, Kids";"OVA";"1";6,25;55
"9758";28545;"Nobunaga-kun no Minna de Yakusoku Hi no Youjin";"Drama, Kids";"OVA";"1";5,67;51
"9759";9303;"Noel no Fushigi na Bouken";"Adventure, Comedy, Fantasy";"Movie";"1";5,38;133
"9760";26265;"Nogiku no Haka";"Drama, Kids, Romance";"OVA";"1";6,8;58
"9761";17601;"Non-tan to Issho";"Kids";"TV";"263";6,84;95
"9762";7495;"Nonki na Tou-san Ryuuguu Mairi";"Supernatural";"Movie";"1";5,5;105
"9763";18573;"Noobow";"Kids, Slice of Life";"TV";"26";6,25;64
"9764";18575;"Noobow: Kieta Medal";"Kids, Slice of Life";"OVA";"1";5,8;57
"9765";18577;"Noobow: Na Kokoro";"Kids, Slice of Life";"ONA";"52";5,6;60
"9766";8205;"Norabbits&#039; Minutes";"Comedy, Fantasy, Kids";"Movie";"5";6,13;102
"9767";23013;"Norakuro";"Comedy";"TV";"26";6;94
"9768";30305;"Norakuro Compilation OVA";"Comedy";"OVA";"1";5,5;56
"9769";30019;"Norakuro Ittouhei";"Kids";"Movie";"1";4,44;97
"9770";30018;"Norakuro Nitouhei";"Kids";"Movie";"1";4,65;102
"9771";16393;"Norakuro-kun";"Comedy, Mystery";"TV";"50";7,17;114
"9772";3514;"Noramimi";"Comedy";"TV";"12";6,9;406
"9773";5089;"Noramimi 2";"Comedy";"TV";"13";6,48;156
"9774";24773;"Norasco";"Comedy, Slice of Life";"ONA";"Unknown";4,75;93
"9775";31019;"Norasco (TV)";"Comedy, Slice of Life";"TV";"43";5,8;112
"9776";31020;"Norasco: Cinema Point Card-hen";"Comedy, Slice of Life";"Movie";"10";6,86;57
"9777";33174;"Nori P-chan";"Kids, Slice of Life";"OVA";"1";4,1;35
"9778";32904;"Norimono Atsumare: Hit Song-shuu";"Music";"OVA";"6";4,17;51
"9779";20799;"Norman the Snowman: Kita no Kuni no Aurora (Kari)";"Fantasy, Kids";"Movie";"1";7,67;98
"9780";28689;"Noroma na Jiji";"Historical";"Movie";"1";6,67;51
"9781";7836;"Notari Matsutarou";"Sports";"OVA";"10";5,59;270
"9782";29740;"Notteke Explet&#039;s";"Kids";"TV";"26";5,33;38
"9783";32633;"Nowisee";"Music";"Music";"24";7,64;560
"9784";33283;"Nude Batter Tetsuo";"Comedy, Sports";"ONA";"1";3,83;106
"9785";22585;"Nukko.";"Comedy";"TV";"Unknown";6,4;113
"9786";21019;"Nunbori";"Fantasy, Kids";"TV";"26";6,17;60
"9787";22849;"Nyamen";"Comedy";"TV";"12";5,62;414
"9788";31166;"Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou";"Music";"Special";"1";5,35;127
"9789";33176;"Nyancos: Hello! Our Brilliant Future";"Sci-Fi, Space";"OVA";"1";3,36;60
"9790";33422;"Nyancos: Hello! Our Brilliant Future Digest";"Sci-Fi, Space";"Special";"1";2,91;40
"9791";24845;"Nyanfuru";"Comedy, Music";"TV";"Unknown";5,54;159
"9792";9810;"Nyani ga Nyandaa Nyandaa Kamen";"Comedy";"TV";"83";6,75;169
"9793";24403;"Nyanpuku Nyaruma";"Comedy";"TV";"Unknown";4;176
"9794";19305;"Nyuru Nyuru!! Kakusen-kun";"Comedy";"TV";"25";5,44;280
"9795";30144;"Nyuru Nyuru!! Kakusen-kun 2nd Season";"Comedy";"TV";"13";5,1;152
"9797";32166;"Obaachan no Takaramono";"Kids, Music";"Music";"1";4,5;39
"9798";26033;"Obake Entotsu no Uta";"Historical, Kids";"Movie";"1";6;76
"9799";26317;"Obake Nagaya";"Comedy, Kids, Supernatural";"OVA";"1";8,33;42
"9800";22991;"Obake no Q-Tarou: Susume! 1/100 Daisakusen";"Comedy, Kids, School, Slice of Life, Supernatural";"Movie";"1";6,6;61
"9801";22993;"Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen";"Comedy, Kids, School, Slice of Life";"Movie";"1";5,6;59
"9802";27573;"Obasuteyama";"Drama";"Movie";"1";7;57
"9803";28101;"Obatalian";"Comedy";"Special";"1";4,75;63
"9804";20075;"Obocchama-kun";"Comedy, Parody";"TV";"164";6,47;85
"9805";34358;"Ocha-ken: Hotto Monogatari";"Kids, Slice of Life";"TV";"13";6,67;29
"9806";34363;"Ocha-ken: Ryokutto Monogatari";"Kids, Slice of Life";"TV";"13";8;20
"9807";28143;"Ochou Fujin no Gensou";"Drama, Historical";"Movie";"1";4,24;156
"9808";9070;"Oden-kun";"Comedy";"TV";"156";7,36;118
"9809";18469;"Odoriko Clinoppe";"Comedy, Slice of Life";"TV";"26";5,75;99
"9810";14181;"Oedo wa Nemurenai!";"Drama, Fantasy, Historical, Shoujo";"OVA";"1";6,22;173
"9811";31575;"Offside";"Action, Drama, Sports";"OVA";"1";5,5;83
"9812";19921;"Ogami Matsugorou";"Action, Martial Arts, Romance, School, Shounen";"OVA";"1";6,08;90
"9813";7575;"Oh! Family";"Comedy, Drama, Romance, Shoujo, Slice of Life";"TV";"26";6,17;201
